CIUDAD,PAIS,DIA,TEMPERATURAS,PRECIPITACIONES,PRESION
IBIZA,ESPAÑA,2016-01-27,10,3,BAJA
MADRID,ESPAÑA,2016-01-27,9,17,BAJA
PAMPLONA,ESPAÑA,2016-01-27,2,30,BAJA
MURCIA,ESPAÑA,2016-01-27,2,18,BAJA
SEVILLA,ESPAÑA,2016-01-27,14,31,BAJA
TENERIFE,ESPAÑA,2016-01-27,4,32,BAJA
TENERIFE,ESPAÑA,2016-01-27,6,31,BAJA
VIGO,ESPAÑA,2016-01-27,3,38,BAJA
VALLADOLID,ESPAÑA,2016-01-27,9,7,BAJA
ZARAGOZA,ESPAÑA,2016-01-27,6,26,BAJA
BILBAO,ESPAÑA,2016-01-27,1,15,BAJA
BARCELONA,ESPAÑA,2016-01-27,3,14,BAJA
GRANADA,ESPAÑA,2016-01-27,11,36,BAJA
CASABLANCA,MARRUECOS,2016-01-27,13,20,BAJA
OPORTO,PORTUGAL,2016-01-28,7,23,BAJA
LISBOA,PORTUGAL,2016-01-28,4,9,BAJA
VILA DO CORVO,PORTUGAL,2016-01-28,12,20,BAJA
IBIZA,ESPAÑA,2016-01-28,9,18,BAJA
MADRID,ESPAÑA,2016-01-28,1,19,BAJA
PAMPLONA,ESPAÑA,2016-01-28,6,34,BAJA
MURCIA,ESPAÑA,2016-01-28,8,0,BAJA
SEVILLA,ESPAÑA,2016-01-28,13,4,BAJA
TENERIFE,ESPAÑA,2016-01-28,0,10,BAJA
TENERIFE,ESPAÑA,2016-01-28,5,34,BAJA
VIGO,ESPAÑA,2016-01-28,3,36,BAJA
VALLADOLID,ESPAÑA,2016-01-28,7,3,BAJA
ZARAGOZA,ESPAÑA,2016-01-28,8,8,BAJA
BILBAO,ESPAÑA,2016-01-28,1,8,BAJA
BARCELONA,ESPAÑA,2016-01-28,0,35,BAJA
GRANADA,ESPAÑA,2016-01-28,3,14,BAJA
CASABLANCA,MARRUECOS,2016-01-28,9,39,BAJA
OPORTO,PORTUGAL,2016-01-29,12,6,BAJA
LISBOA,PORTUGAL,2016-01-29,7,2,BAJA
VILA DO CORVO,PORTUGAL,2016-01-29,12,24,BAJA
IBIZA,ESPAÑA,2016-01-29,9,23,BAJA
MADRID,ESPAÑA,2016-01-29,12,12,BAJA
PAMPLONA,ESPAÑA,2016-01-29,9,8,BAJA
MURCIA,ESPAÑA,2016-01-29,2,6,BAJA
SEVILLA,ESPAÑA,2016-01-29,6,13,BAJA
TENERIFE,ESPAÑA,2016-01-29,8,21,BAJA
TENERIFE,ESPAÑA,2016-01-29,11,15,BAJA
VIGO,ESPAÑA,2016-01-29,12,25,BAJA
VALLADOLID,ESPAÑA,2016-01-29,8,0,BAJA
ZARAGOZA,ESPAÑA,2016-01-29,9,33,BAJA
BILBAO,ESPAÑA,2016-01-29,5,39,BAJA
BARCELONA,ESPAÑA,2016-01-29,14,30,BAJA
GRANADA,ESPAÑA,2016-01-29,8,9,BAJA
CASABLANCA,MARRUECOS,2016-01-29,2,20,BAJA
OPORTO,PORTUGAL,2016-01-30,0,27,BAJA
LISBOA,PORTUGAL,2016-01-30,9,3,BAJA
VILA DO CORVO,PORTUGAL,2016-01-30,2,2,BAJA
IBIZA,ESPAÑA,2016-01-30,1,6,BAJA
MADRID,ESPAÑA,2016-01-30,3,25,BAJA
PAMPLONA,ESPAÑA,2016-01-30,5,17,BAJA
MURCIA,ESPAÑA,2016-01-30,6,33,BAJA
SEVILLA,ESPAÑA,2016-01-30,0,39,BAJA
TENERIFE,ESPAÑA,2016-01-30,11,15,BAJA
TENERIFE,ESPAÑA,2016-01-30,5,19,BAJA
VIGO,ESPAÑA,2016-01-30,0,30,BAJA
VALLADOLID,ESPAÑA,2016-01-30,11,9,BAJA
ZARAGOZA,ESPAÑA,2016-01-30,14,16,BAJA
BILBAO,ESPAÑA,2016-01-30,4,9,BAJA
BARCELONA,ESPAÑA,2016-01-30,5,39,BAJA
GRANADA,ESPAÑA,2016-01-30,14,25,BAJA
CASABLANCA,MARRUECOS,2016-01-30,10,21,BAJA
OPORTO,PORTUGAL,2016-01-31,9,65,MUY BAJA
LISBOA,PORTUGAL,2016-01-31,7,79,MUY BAJA
VILA DO CORVO,PORTUGAL,2016-01-31,2,79,MUY BAJA
IBIZA,ESPAÑA,2016-01-31,13,84,MUY BAJA
MADRID,ESPAÑA,2016-01-31,4,85,MUY BAJA
PAMPLONA,ESPAÑA,2016-01-31,13,99,MUY BAJA
MURCIA,ESPAÑA,2016-01-31,7,71,MUY BAJA
SEVILLA,ESPAÑA,2016-01-31,13,81,MUY BAJA
TENERIFE,ESPAÑA,2016-01-31,6,67,MUY BAJA
TENERIFE,ESPAÑA,2016-01-31,3,83,MUY BAJA
VIGO,ESPAÑA,2016-01-31,3,80,MUY BAJA
VALLADOLID,ESPAÑA,2016-01-31,7,70,MUY BAJA
ZARAGOZA,ESPAÑA,2016-01-31,1,60,MUY BAJA
BILBAO,ESPAÑA,2016-01-31,9,53,MUY BAJA
BARCELONA,ESPAÑA,2016-01-31,3,77,MUY BAJA
GRANADA,ESPAÑA,2016-01-31,14,58,MUY BAJA
CASABLANCA,MARRUECOS,2016-01-31,11,61,MUY BAJA
OPORTO,PORTUGAL,2016-02-01,6,14,BAJA
LISBOA,PORTUGAL,2016-02-01,6,33,BAJA
VILA DO CORVO,PORTUGAL,2016-02-01,10,4,BAJA
IBIZA,ESPAÑA,2016-02-01,0,23,BAJA
MADRID,ESPAÑA,2016-02-01,9,37,BAJA
PAMPLONA,ESPAÑA,2016-02-01,14,32,BAJA
MURCIA,ESPAÑA,2016-02-01,2,29,BAJA
SEVILLA,ESPAÑA,2016-02-01,10,19,BAJA
TENERIFE,ESPAÑA,2016-02-01,5,23,BAJA
TENERIFE,ESPAÑA,2016-02-01,6,8,BAJA
VIGO,ESPAÑA,2016-02-01,13,29,BAJA
VALLADOLID,ESPAÑA,2016-02-01,12,4,BAJA
ZARAGOZA,ESPAÑA,2016-02-01,4,36,BAJA
BILBAO,ESPAÑA,2016-02-01,3,39,BAJA
BARCELONA,ESPAÑA,2016-02-01,7,35,BAJA
GRANADA,ESPAÑA,2016-02-01,10,33,BAJA
CASABLANCA,MARRUECOS,2016-02-01,14,29,BAJA
OPORTO,PORTUGAL,2016-02-02,3,6,BAJA
LISBOA,PORTUGAL,2016-02-02,10,11,BAJA
VILA DO CORVO,PORTUGAL,2016-02-02,4,10,BAJA
IBIZA,ESPAÑA,2016-02-02,14,0,BAJA
MADRID,ESPAÑA,2016-02-02,11,23,BAJA
PAMPLONA,ESPAÑA,2016-02-02,10,20,BAJA
MURCIA,ESPAÑA,2016-02-02,13,15,BAJA
SEVILLA,ESPAÑA,2016-02-02,9,6,BAJA
TENERIFE,ESPAÑA,2016-02-02,13,25,BAJA
TENERIFE,ESPAÑA,2016-02-02,11,22,BAJA
VIGO,ESPAÑA,2016-02-02,12,7,BAJA
VALLADOLID,ESPAÑA,2016-02-02,2,8,BAJA
ZARAGOZA,ESPAÑA,2016-02-02,10,17,BAJA
BILBAO,ESPAÑA,2016-02-02,14,27,BAJA
BARCELONA,ESPAÑA,2016-02-02,8,30,BAJA
GRANADA,ESPAÑA,2016-02-02,4,22,BAJA
CASABLANCA,MARRUECOS,2016-02-02,6,38,BAJA
OPORTO,PORTUGAL,2016-02-03,9,28,BAJA
LISBOA,PORTUGAL,2016-02-03,0,8,BAJA
VILA DO CORVO,PORTUGAL,2016-02-03,13,18,BAJA
IBIZA,ESPAÑA,2016-02-03,3,34,BAJA
MADRID,ESPAÑA,2016-02-03,6,24,BAJA
PAMPLONA,ESPAÑA,2016-02-03,1,19,BAJA
MURCIA,ESPAÑA,2016-02-03,3,34,BAJA
SEVILLA,ESPAÑA,2016-02-03,1,12,BAJA
TENERIFE,ESPAÑA,2016-02-03,11,15,BAJA
TENERIFE,ESPAÑA,2016-02-03,5,15,BAJA
VIGO,ESPAÑA,2016-02-03,14,30,BAJA
VALLADOLID,ESPAÑA,2016-02-03,4,9,BAJA
ZARAGOZA,ESPAÑA,2016-02-03,14,14,BAJA
BILBAO,ESPAÑA,2016-02-03,13,28,BAJA
BARCELONA,ESPAÑA,2016-02-03,6,19,BAJA
GRANADA,ESPAÑA,2016-02-03,12,20,BAJA
CASABLANCA,MARRUECOS,2016-02-03,0,36,BAJA
OPORTO,PORTUGAL,2016-02-04,9,24,BAJA
LISBOA,PORTUGAL,2016-02-04,1,27,BAJA
VILA DO CORVO,PORTUGAL,2016-02-04,11,13,BAJA
IBIZA,ESPAÑA,2016-02-04,9,26,BAJA
MADRID,ESPAÑA,2016-02-04,14,30,BAJA
PAMPLONA,ESPAÑA,2016-02-04,12,32,BAJA
MURCIA,ESPAÑA,2016-02-04,3,33,BAJA
SEVILLA,ESPAÑA,2016-02-04,11,20,BAJA
TENERIFE,ESPAÑA,2016-02-04,0,2,BAJA
TENERIFE,ESPAÑA,2016-02-04,11,17,BAJA
VIGO,ESPAÑA,2016-02-04,0,0,BAJA
VALLADOLID,ESPAÑA,2016-02-04,5,36,BAJA
ZARAGOZA,ESPAÑA,2016-02-04,1,26,BAJA
BILBAO,ESPAÑA,2016-02-04,0,0,BAJA
BARCELONA,ESPAÑA,2016-02-04,0,16,BAJA
GRANADA,ESPAÑA,2016-02-04,13,35,BAJA
CASABLANCA,MARRUECOS,2016-02-04,0,2,BAJA
OPORTO,PORTUGAL,2016-02-05,14,21,BAJA
LISBOA,PORTUGAL,2016-02-05,0,16,BAJA
VILA DO CORVO,PORTUGAL,2016-02-05,6,35,BAJA
IBIZA,ESPAÑA,2016-02-05,0,31,BAJA
MADRID,ESPAÑA,2016-02-05,8,39,BAJA
PAMPLONA,ESPAÑA,2016-02-05,5,22,BAJA
MURCIA,ESPAÑA,2016-02-05,4,25,BAJA
SEVILLA,ESPAÑA,2016-02-05,2,2,BAJA
TENERIFE,ESPAÑA,2016-02-05,14,20,BAJA
TENERIFE,ESPAÑA,2016-02-05,8,7,BAJA
VIGO,ESPAÑA,2016-02-05,3,38,BAJA
VALLADOLID,ESPAÑA,2016-02-05,14,38,BAJA
ZARAGOZA,ESPAÑA,2016-02-05,8,0,BAJA
BILBAO,ESPAÑA,2016-02-05,14,8,BAJA
BARCELONA,ESPAÑA,2016-02-05,3,13,BAJA
GRANADA,ESPAÑA,2016-02-05,13,26,BAJA
CASABLANCA,MARRUECOS,2016-02-05,5,27,BAJA
OPORTO,PORTUGAL,2016-02-06,10,27,BAJA
LISBOA,PORTUGAL,2016-02-06,12,33,BAJA
VILA DO CORVO,PORTUGAL,2016-02-06,11,35,BAJA
IBIZA,ESPAÑA,2016-02-06,11,4,BAJA
MADRID,ESPAÑA,2016-02-06,12,31,BAJA
PAMPLONA,ESPAÑA,2016-02-06,14,16,BAJA
MURCIA,ESPAÑA,2016-02-06,1,0,BAJA
SEVILLA,ESPAÑA,2016-02-06,12,35,BAJA
TENERIFE,ESPAÑA,2016-02-06,7,32,BAJA
TENERIFE,ESPAÑA,2016-02-06,8,33,BAJA
VIGO,ESPAÑA,2016-02-06,14,27,BAJA
VALLADOLID,ESPAÑA,2016-02-06,3,19,BAJA
ZARAGOZA,ESPAÑA,2016-02-06,12,18,BAJA
BILBAO,ESPAÑA,2016-02-06,5,2,BAJA
BARCELONA,ESPAÑA,2016-02-06,11,18,BAJA
GRANADA,ESPAÑA,2016-02-06,10,37,BAJA
CASABLANCA,MARRUECOS,2016-02-06,6,39,BAJA
OPORTO,PORTUGAL,2016-02-07,5,30,BAJA
LISBOA,PORTUGAL,2016-02-07,10,29,BAJA
VILA DO CORVO,PORTUGAL,2016-02-07,0,20,BAJA
IBIZA,ESPAÑA,2016-02-07,0,19,BAJA
MADRID,ESPAÑA,2016-02-07,8,5,BAJA
PAMPLONA,ESPAÑA,2016-02-07,6,38,BAJA
MURCIA,ESPAÑA,2016-02-07,3,13,BAJA
SEVILLA,ESPAÑA,2016-02-07,3,27,BAJA
TENERIFE,ESPAÑA,2016-02-07,4,9,BAJA
TENERIFE,ESPAÑA,2016-02-07,5,39,BAJA
VIGO,ESPAÑA,2016-02-07,5,10,BAJA
VALLADOLID,ESPAÑA,2016-02-07,10,17,BAJA
ZARAGOZA,ESPAÑA,2016-02-07,8,4,BAJA
BILBAO,ESPAÑA,2016-02-07,7,1,BAJA
BARCELONA,ESPAÑA,2016-02-07,6,29,BAJA
GRANADA,ESPAÑA,2016-02-07,4,20,BAJA
CASABLANCA,MARRUECOS,2016-02-07,7,15,BAJA
OPORTO,PORTUGAL,2016-02-08,9,8,BAJA
LISBOA,PORTUGAL,2016-02-08,7,22,BAJA
VILA DO CORVO,PORTUGAL,2016-02-08,0,8,BAJA
IBIZA,ESPAÑA,2016-02-08,0,19,BAJA
MADRID,ESPAÑA,2016-02-08,1,38,BAJA
PAMPLONA,ESPAÑA,2016-02-08,3,26,BAJA
MURCIA,ESPAÑA,2016-02-08,11,24,BAJA
SEVILLA,ESPAÑA,2016-02-08,2,26,BAJA
TENERIFE,ESPAÑA,2016-02-08,8,3,BAJA
TENERIFE,ESPAÑA,2016-02-08,14,5,BAJA
VIGO,ESPAÑA,2016-02-08,11,31,BAJA
VALLADOLID,ESPAÑA,2016-02-08,4,36,BAJA
ZARAGOZA,ESPAÑA,2016-02-08,0,4,BAJA
BILBAO,ESPAÑA,2016-02-08,3,3,BAJA
BARCELONA,ESPAÑA,2016-02-08,11,25,BAJA
GRANADA,ESPAÑA,2016-02-08,5,11,BAJA
CASABLANCA,MARRUECOS,2016-02-08,3,38,BAJA
OPORTO,PORTUGAL,2016-02-09,12,9,BAJA
LISBOA,PORTUGAL,2016-02-09,10,0,BAJA
VILA DO CORVO,PORTUGAL,2016-02-09,12,21,BAJA
IBIZA,ESPAÑA,2016-02-09,4,14,BAJA
MADRID,ESPAÑA,2016-02-09,6,10,BAJA
PAMPLONA,ESPAÑA,2016-02-09,5,18,BAJA
MURCIA,ESPAÑA,2016-02-09,8,8,BAJA
SEVILLA,ESPAÑA,2016-02-09,12,5,BAJA
TENERIFE,ESPAÑA,2016-02-09,11,22,BAJA
TENERIFE,ESPAÑA,2016-02-09,3,26,BAJA
VIGO,ESPAÑA,2016-02-09,0,35,BAJA
VALLADOLID,ESPAÑA,2016-02-09,14,39,BAJA
ZARAGOZA,ESPAÑA,2016-02-09,3,16,BAJA
BILBAO,ESPAÑA,2016-02-09,0,26,BAJA
BARCELONA,ESPAÑA,2016-02-09,4,29,BAJA
GRANADA,ESPAÑA,2016-02-09,3,32,BAJA
CASABLANCA,MARRUECOS,2016-02-09,13,31,BAJA
OPORTO,PORTUGAL,2016-02-10,7,96,MUY BAJA
LISBOA,PORTUGAL,2016-02-10,3,53,MUY BAJA
VILA DO CORVO,PORTUGAL,2016-02-10,8,88,MUY BAJA
IBIZA,ESPAÑA,2016-02-10,9,93,MUY BAJA
MADRID,ESPAÑA,2016-02-10,7,86,MUY BAJA
PAMPLONA,ESPAÑA,2016-02-10,5,66,MUY BAJA
MURCIA,ESPAÑA,2016-02-10,3,92,MUY BAJA
SEVILLA,ESPAÑA,2016-02-10,2,68,MUY BAJA
TENERIFE,ESPAÑA,2016-02-10,12,64,MUY BAJA
TENERIFE,ESPAÑA,2016-02-10,0,63,MUY BAJA
VIGO,ESPAÑA,2016-02-10,7,52,MUY BAJA
VALLADOLID,ESPAÑA,2016-02-10,9,60,MUY BAJA
ZARAGOZA,ESPAÑA,2016-02-10,8,68,MUY BAJA
BILBAO,ESPAÑA,2016-02-10,6,89,MUY BAJA
BARCELONA,ESPAÑA,2016-02-10,6,84,MUY BAJA
GRANADA,ESPAÑA,2016-02-10,2,71,MUY BAJA
CASABLANCA,MARRUECOS,2016-02-10,10,77,MUY BAJA
OPORTO,PORTUGAL,2016-02-11,1,2,BAJA
LISBOA,PORTUGAL,2016-02-11,14,37,BAJA
VILA DO CORVO,PORTUGAL,2016-02-11,5,16,BAJA
IBIZA,ESPAÑA,2016-02-11,6,5,BAJA
MADRID,ESPAÑA,2016-02-11,12,26,BAJA
PAMPLONA,ESPAÑA,2016-02-11,11,29,BAJA
MURCIA,ESPAÑA,2016-02-11,9,22,BAJA
SEVILLA,ESPAÑA,2016-02-11,12,1,BAJA
TENERIFE,ESPAÑA,2016-02-11,11,31,BAJA
TENERIFE,ESPAÑA,2016-02-11,14,16,BAJA
VIGO,ESPAÑA,2016-02-11,0,37,BAJA
VALLADOLID,ESPAÑA,2016-02-11,2,14,BAJA
ZARAGOZA,ESPAÑA,2016-02-11,0,21,BAJA
BILBAO,ESPAÑA,2016-02-11,9,38,BAJA
BARCELONA,ESPAÑA,2016-02-11,0,1,BAJA
GRANADA,ESPAÑA,2016-02-11,8,18,BAJA
CASABLANCA,MARRUECOS,2016-02-11,13,17,BAJA
OPORTO,PORTUGAL,2016-02-12,7,9,BAJA
LISBOA,PORTUGAL,2016-02-12,14,36,BAJA
VILA DO CORVO,PORTUGAL,2016-02-12,6,35,BAJA
IBIZA,ESPAÑA,2016-02-12,0,16,BAJA
MADRID,ESPAÑA,2016-02-12,2,29,BAJA
PAMPLONA,ESPAÑA,2016-02-12,14,26,BAJA
MURCIA,ESPAÑA,2016-02-12,1,27,BAJA
SEVILLA,ESPAÑA,2016-02-12,3,0,BAJA
TENERIFE,ESPAÑA,2016-02-12,5,0,BAJA
TENERIFE,ESPAÑA,2016-02-12,8,34,BAJA
VIGO,ESPAÑA,2016-02-12,13,17,BAJA
VALLADOLID,ESPAÑA,2016-02-12,11,5,BAJA
ZARAGOZA,ESPAÑA,2016-02-12,5,30,BAJA
BILBAO,ESPAÑA,2016-02-12,12,24,BAJA
BARCELONA,ESPAÑA,2016-02-12,11,31,BAJA
GRANADA,ESPAÑA,2016-02-12,9,20,BAJA
CASABLANCA,MARRUECOS,2016-02-12,9,7,BAJA
OPORTO,PORTUGAL,2016-02-13,3,26,BAJA
LISBOA,PORTUGAL,2016-02-13,13,13,BAJA
VILA DO CORVO,PORTUGAL,2016-02-13,3,8,BAJA
IBIZA,ESPAÑA,2016-02-13,8,25,BAJA
MADRID,ESPAÑA,2016-02-13,7,24,BAJA
PAMPLONA,ESPAÑA,2016-02-13,7,15,BAJA
MURCIA,ESPAÑA,2016-02-13,8,39,BAJA
SEVILLA,ESPAÑA,2016-02-13,12,23,BAJA
TENERIFE,ESPAÑA,2016-02-13,11,16,BAJA
TENERIFE,ESPAÑA,2016-02-13,6,20,BAJA
VIGO,ESPAÑA,2016-02-13,6,9,BAJA
VALLADOLID,ESPAÑA,2016-02-13,2,32,BAJA
ZARAGOZA,ESPAÑA,2016-02-13,5,14,BAJA
BILBAO,ESPAÑA,2016-02-13,14,16,BAJA
BARCELONA,ESPAÑA,2016-02-13,10,14,BAJA
GRANADA,ESPAÑA,2016-02-13,2,23,BAJA
CASABLANCA,MARRUECOS,2016-02-13,9,3,BAJA
OPORTO,PORTUGAL,2016-02-14,14,35,BAJA
LISBOA,PORTUGAL,2016-02-14,3,9,BAJA
VILA DO CORVO,PORTUGAL,2016-02-14,6,34,BAJA
IBIZA,ESPAÑA,2016-02-14,12,11,BAJA
MADRID,ESPAÑA,2016-02-14,14,36,BAJA
PAMPLONA,ESPAÑA,2016-02-14,11,19,BAJA
MURCIA,ESPAÑA,2016-02-14,12,31,BAJA
SEVILLA,ESPAÑA,2016-02-14,13,35,BAJA
TENERIFE,ESPAÑA,2016-02-14,8,14,BAJA
TENERIFE,ESPAÑA,2016-02-14,2,17,BAJA
VIGO,ESPAÑA,2016-02-14,3,0,BAJA
VALLADOLID,ESPAÑA,2016-02-14,10,35,BAJA
ZARAGOZA,ESPAÑA,2016-02-14,10,16,BAJA
BILBAO,ESPAÑA,2016-02-14,3,28,BAJA
BARCELONA,ESPAÑA,2016-02-14,4,20,BAJA
GRANADA,ESPAÑA,2016-02-14,1,34,BAJA
CASABLANCA,MARRUECOS,2016-02-14,6,12,BAJA
OPORTO,PORTUGAL,2016-02-15,11,22,BAJA
LISBOA,PORTUGAL,2016-02-15,3,21,BAJA
VILA DO CORVO,PORTUGAL,2016-02-15,13,23,BAJA
IBIZA,ESPAÑA,2016-02-15,12,10,BAJA
MADRID,ESPAÑA,2016-02-15,11,6,BAJA
PAMPLONA,ESPAÑA,2016-02-15,10,23,BAJA
MURCIA,ESPAÑA,2016-02-15,9,26,BAJA
SEVILLA,ESPAÑA,2016-02-15,3,33,BAJA
TENERIFE,ESPAÑA,2016-02-15,2,33,BAJA
TENERIFE,ESPAÑA,2016-02-15,14,1,BAJA
VIGO,ESPAÑA,2016-02-15,0,21,BAJA
VALLADOLID,ESPAÑA,2016-02-15,12,9,BAJA
ZARAGOZA,ESPAÑA,2016-02-15,8,37,BAJA
BILBAO,ESPAÑA,2016-02-15,4,28,BAJA
BARCELONA,ESPAÑA,2016-02-15,11,13,BAJA
GRANADA,ESPAÑA,2016-02-15,9,26,BAJA
CASABLANCA,MARRUECOS,2016-02-15,12,37,BAJA
OPORTO,PORTUGAL,2016-02-16,8,4,BAJA
LISBOA,PORTUGAL,2016-02-16,3,25,BAJA
VILA DO CORVO,PORTUGAL,2016-02-16,6,1,BAJA
IBIZA,ESPAÑA,2016-02-16,3,27,BAJA
MADRID,ESPAÑA,2016-02-16,8,16,BAJA
PAMPLONA,ESPAÑA,2016-02-16,2,35,BAJA
MURCIA,ESPAÑA,2016-02-16,9,17,BAJA
SEVILLA,ESPAÑA,2016-02-16,7,5,BAJA
TENERIFE,ESPAÑA,2016-02-16,2,16,BAJA
TENERIFE,ESPAÑA,2016-02-16,1,7,BAJA
VIGO,ESPAÑA,2016-02-16,2,35,BAJA
VALLADOLID,ESPAÑA,2016-02-16,8,7,BAJA
ZARAGOZA,ESPAÑA,2016-02-16,14,10,BAJA
BILBAO,ESPAÑA,2016-02-16,2,22,BAJA
BARCELONA,ESPAÑA,2016-02-16,9,39,BAJA
GRANADA,ESPAÑA,2016-02-16,11,14,BAJA
CASABLANCA,MARRUECOS,2016-02-16,12,29,BAJA
OPORTO,PORTUGAL,2016-02-17,12,18,BAJA
LISBOA,PORTUGAL,2016-02-17,12,17,BAJA
VILA DO CORVO,PORTUGAL,2016-02-17,7,25,BAJA
IBIZA,ESPAÑA,2016-02-17,0,10,BAJA
MADRID,ESPAÑA,2016-02-17,8,37,BAJA
PAMPLONA,ESPAÑA,2016-02-17,14,36,BAJA
MURCIA,ESPAÑA,2016-02-17,4,23,BAJA
SEVILLA,ESPAÑA,2016-02-17,9,14,BAJA
TENERIFE,ESPAÑA,2016-02-17,7,0,BAJA
TENERIFE,ESPAÑA,2016-02-17,0,7,BAJA
VIGO,ESPAÑA,2016-02-17,3,9,BAJA
VALLADOLID,ESPAÑA,2016-02-17,10,36,BAJA
ZARAGOZA,ESPAÑA,2016-02-17,1,16,BAJA
BILBAO,ESPAÑA,2016-02-17,9,21,BAJA
BARCELONA,ESPAÑA,2016-02-17,7,33,BAJA
GRANADA,ESPAÑA,2016-02-17,6,8,BAJA
CASABLANCA,MARRUECOS,2016-02-17,3,21,BAJA
OPORTO,PORTUGAL,2016-02-18,11,9,BAJA
LISBOA,PORTUGAL,2016-02-18,7,19,BAJA
VILA DO CORVO,PORTUGAL,2016-02-18,2,4,BAJA
IBIZA,ESPAÑA,2016-02-18,12,24,BAJA
MADRID,ESPAÑA,2016-02-18,11,12,BAJA
PAMPLONA,ESPAÑA,2016-02-18,2,27,BAJA
MURCIA,ESPAÑA,2016-02-18,8,0,BAJA
SEVILLA,ESPAÑA,2016-02-18,0,29,BAJA
TENERIFE,ESPAÑA,2016-02-18,4,5,BAJA
TENERIFE,ESPAÑA,2016-02-18,13,27,BAJA
VIGO,ESPAÑA,2016-02-18,2,18,BAJA
VALLADOLID,ESPAÑA,2016-02-18,11,10,BAJA
ZARAGOZA,ESPAÑA,2016-02-18,0,22,BAJA
BILBAO,ESPAÑA,2016-02-18,2,0,BAJA
BARCELONA,ESPAÑA,2016-02-18,13,21,BAJA
GRANADA,ESPAÑA,2016-02-18,2,3,BAJA
CASABLANCA,MARRUECOS,2016-02-18,13,39,BAJA
OPORTO,PORTUGAL,2016-02-19,4,29,BAJA
LISBOA,PORTUGAL,2016-02-19,0,15,BAJA
VILA DO CORVO,PORTUGAL,2016-02-19,2,39,BAJA
IBIZA,ESPAÑA,2016-02-19,5,26,BAJA
MADRID,ESPAÑA,2016-02-19,9,38,BAJA
PAMPLONA,ESPAÑA,2016-02-19,14,38,BAJA
MURCIA,ESPAÑA,2016-02-19,14,21,BAJA
SEVILLA,ESPAÑA,2016-02-19,4,22,BAJA
TENERIFE,ESPAÑA,2016-02-19,2,9,BAJA
TENERIFE,ESPAÑA,2016-02-19,14,28,BAJA
VIGO,ESPAÑA,2016-02-19,12,27,BAJA
VALLADOLID,ESPAÑA,2016-02-19,6,39,BAJA
ZARAGOZA,ESPAÑA,2016-02-19,0,2,BAJA
BILBAO,ESPAÑA,2016-02-19,2,38,BAJA
BARCELONA,ESPAÑA,2016-02-19,10,25,BAJA
GRANADA,ESPAÑA,2016-02-19,12,14,BAJA
CASABLANCA,MARRUECOS,2016-02-19,8,14,BAJA
OPORTO,PORTUGAL,2016-02-20,2,72,MUY BAJA
LISBOA,PORTUGAL,2016-02-20,11,99,MUY BAJA
VILA DO CORVO,PORTUGAL,2016-02-20,9,79,MUY BAJA
IBIZA,ESPAÑA,2016-02-20,0,99,MUY BAJA
MADRID,ESPAÑA,2016-02-20,1,61,MUY BAJA
PAMPLONA,ESPAÑA,2016-02-20,12,52,MUY BAJA
MURCIA,ESPAÑA,2016-02-20,1,62,MUY BAJA
SEVILLA,ESPAÑA,2016-02-20,14,75,MUY BAJA
TENERIFE,ESPAÑA,2016-02-20,2,85,MUY BAJA
TENERIFE,ESPAÑA,2016-02-20,6,97,MUY BAJA
VIGO,ESPAÑA,2016-02-20,5,67,MUY BAJA
VALLADOLID,ESPAÑA,2016-02-20,4,66,MUY BAJA
ZARAGOZA,ESPAÑA,2016-02-20,10,77,MUY BAJA
BILBAO,ESPAÑA,2016-02-20,10,68,MUY BAJA
BARCELONA,ESPAÑA,2016-02-20,3,93,MUY BAJA
GRANADA,ESPAÑA,2016-02-20,11,58,MUY BAJA
CASABLANCA,MARRUECOS,2016-02-20,3,72,MUY BAJA
OPORTO,PORTUGAL,2016-02-21,0,38,BAJA
LISBOA,PORTUGAL,2016-02-21,4,15,BAJA
VILA DO CORVO,PORTUGAL,2016-02-21,1,2,BAJA
IBIZA,ESPAÑA,2016-02-21,10,24,BAJA
MADRID,ESPAÑA,2016-02-21,14,16,BAJA
PAMPLONA,ESPAÑA,2016-02-21,2,33,BAJA
MURCIA,ESPAÑA,2016-02-21,2,28,BAJA
SEVILLA,ESPAÑA,2016-02-21,1,30,BAJA
TENERIFE,ESPAÑA,2016-02-21,4,27,BAJA
TENERIFE,ESPAÑA,2016-02-21,10,36,BAJA
VIGO,ESPAÑA,2016-02-21,10,7,BAJA
VALLADOLID,ESPAÑA,2016-02-21,10,36,BAJA
ZARAGOZA,ESPAÑA,2016-02-21,12,14,BAJA
BILBAO,ESPAÑA,2016-02-21,8,9,BAJA
BARCELONA,ESPAÑA,2016-02-21,14,30,BAJA
GRANADA,ESPAÑA,2016-02-21,14,10,BAJA
CASABLANCA,MARRUECOS,2016-02-21,6,16,BAJA
OPORTO,PORTUGAL,2016-02-22,5,29,BAJA
LISBOA,PORTUGAL,2016-02-22,13,36,BAJA
VILA DO CORVO,PORTUGAL,2016-02-22,5,18,BAJA
IBIZA,ESPAÑA,2016-02-22,9,21,BAJA
MADRID,ESPAÑA,2016-02-22,2,27,BAJA
PAMPLONA,ESPAÑA,2016-02-22,1,23,BAJA
MURCIA,ESPAÑA,2016-02-22,7,9,BAJA
SEVILLA,ESPAÑA,2016-02-22,7,23,BAJA
